epoch,auc_pr,auc_roc,loss,lr,val_auc_pr,val_auc_roc,val_loss
0,0.18995115160942078,0.7997056841850281,1.0132328271865845,0.001,0.16009464859962463,0.7683802843093872,1.0609393119812012
1,0.23288129270076752,0.8600496053695679,0.8280384540557861,0.001,0.1074054092168808,0.6601670384407043,1.9766958951950073
2,0.24415042996406555,0.8685833811759949,0.8003047704696655,0.001,0.11579854041337967,0.7183079719543457,2.73229718208313
3,0.27098166942596436,0.8832224011421204,0.7476984858512878,0.001,0.15441517531871796,0.7803038358688354,2.060131788253784
4,0.2962367832660675,0.8890315294265747,0.7346726655960083,0.001,0.17809896171092987,0.8140299916267395,1.9351723194122314
5,0.3224170506000519,0.9004874229431152,0.6942012906074524,0.001,0.18728190660476685,0.8223586678504944,1.5620099306106567
6,0.3344835937023163,0.9066200256347656,0.6638777256011963,0.001,0.2009761929512024,0.8313936591148376,1.3489893674850464
7,0.35058850049972534,0.9108356833457947,0.6519152522087097,0.001,0.22283616662025452,0.8503667712211609,1.0832984447479248
8,0.3786413073539734,0.9158725142478943,0.6405532956123352,0.001,0.19141215085983276,0.8376453518867493,1.0749765634536743
9,0.3845168352127075,0.9166825413703918,0.6441680192947388,0.001,0.24559292197227478,0.8703182935714722,0.8398956656455994
10,0.3996576964855194,0.9220061898231506,0.6145204305648804,0.001,0.2107658088207245,0.8531249165534973,0.9205262064933777
11,0.3926856815814972,0.9217339754104614,0.610008180141449,0.001,0.17925697565078735,0.8420072197914124,0.9009398221969604
12,0.4051890969276428,0.924841582775116,0.5984736084938049,0.001,0.1585715115070343,0.8428798913955688,0.8578301668167114
13,0.4245227575302124,0.9267846345901489,0.5971102118492126,0.001,0.16200697422027588,0.8380017280578613,0.874606192111969
14,0.4112999737262726,0.9278479814529419,0.5847788453102112,0.001,0.18244843184947968,0.8463103771209717,0.9053570032119751
15,0.426047146320343,0.9300531148910522,0.5752132534980774,0.001,0.12484585493803024,0.8164578080177307,0.9361143708229065
16,0.45376449823379517,0.9365832805633545,0.54850172996521,0.001,0.19723397493362427,0.8596526384353638,0.8706409931182861
17,0.44558143615722656,0.9355112314224243,0.5462504029273987,0.001,0.1564532220363617,0.8409711122512817,0.8814742565155029
18,0.44190335273742676,0.9351050853729248,0.555832028388977,0.001,0.20393973588943481,0.864631712436676,0.8592344522476196
19,0.47055405378341675,0.938949704170227,0.5369328856468201,0.001,0.158035010099411,0.8425880074501038,0.8908690214157104
20,0.4682175815105438,0.9395013451576233,0.534191906452179,0.001,0.23591503500938416,0.8742839694023132,0.8258443474769592
21,0.4746309220790863,0.9402597546577454,0.5316931009292603,0.001,0.23816224932670593,0.880640983581543,0.7977447509765625
22,0.4941510558128357,0.94342440366745,0.5186833739280701,0.001,0.2061496078968048,0.8619961142539978,0.8336264491081238
23,0.4780953526496887,0.943507969379425,0.5139849185943604,0.001,0.2430695742368698,0.8821986317634583,0.7436664700508118
24,0.48950159549713135,0.9465152621269226,0.4993343949317932,0.001,0.3024154007434845,0.8984689116477966,0.7279454469680786
25,0.4835256040096283,0.9460186958312988,0.49916553497314453,0.001,0.2879104018211365,0.8911046385765076,0.7267292141914368
26,0.5289078950881958,0.9511799216270447,0.48213067650794983,0.001,0.3108638525009155,0.898587703704834,0.7096863389015198
27,0.5177659392356873,0.9506320953369141,0.4813799560070038,0.001,0.24204686284065247,0.8723158836364746,0.7847260236740112
28,0.5152578353881836,0.9515600800514221,0.4736626148223877,0.001,0.30284130573272705,0.8935621380805969,0.7670453190803528
29,0.4851319193840027,0.9458732604980469,0.5067293643951416,0.001,0.39121413230895996,0.921412467956543,0.6560536026954651
30,0.5306527018547058,0.9540982246398926,0.45517024397850037,0.001,0.423583060503006,0.9226813912391663,0.6209719181060791
31,0.5374236106872559,0.9561188220977783,0.4453512728214264,0.001,0.43584612011909485,0.927331805229187,0.5993875861167908
32,0.5553843379020691,0.9577332139015198,0.43944624066352844,0.001,0.4144517779350281,0.9221632480621338,0.620540976524353
