epoch,auc_pr,auc_roc,loss,lr,val_auc_pr,val_auc_roc,val_loss
0,0.1376330852508545,0.8081885576248169,1.006242036819458,0.001,0.11048031598329544,0.7946327924728394,1.0358741283416748
1,0.16332323849201202,0.8610885739326477,0.8277164697647095,0.001,0.07829657196998596,0.7038307189941406,1.9252721071243286
2,0.17390239238739014,0.8734238147735596,0.7847461104393005,0.001,0.07638931274414062,0.7038066387176514,2.730212450027466
3,0.19221234321594238,0.8859256505966187,0.7447266578674316,0.001,0.0945742279291153,0.7319077253341675,2.3033363819122314
4,0.19432829320430756,0.8867738842964172,0.7419771552085876,0.001,0.11981642991304398,0.8111178874969482,1.4315992593765259
5,0.20962226390838623,0.8925418257713318,0.7193433046340942,0.001,0.13226035237312317,0.8109382390975952,1.3155007362365723
6,0.22737544775009155,0.9007615447044373,0.6888000965118408,0.001,0.14494967460632324,0.8236305713653564,1.1203917264938354
7,0.24652357399463654,0.9060322642326355,0.6725915670394897,0.001,0.1365766078233719,0.8252645134925842,1.04647958278656
8,0.2645713686943054,0.9104232788085938,0.6605352759361267,0.001,0.14587099850177765,0.8348756432533264,0.9416378736495972
9,0.25690099596977234,0.9101843237876892,0.6571337580680847,0.001,0.13174349069595337,0.8297721743583679,0.9188970923423767
10,0.274120569229126,0.914485514163971,0.641088604927063,0.001,0.13921794295310974,0.8385127782821655,0.9266414642333984
11,0.2757934033870697,0.9186962842941284,0.6170523762702942,0.001,0.1434515118598938,0.844067394733429,0.8984982371330261
12,0.28424492478370667,0.9216845035552979,0.6138691306114197,0.001,0.12274549156427383,0.8335552215576172,0.9424854516983032
13,0.3106229901313782,0.924755871295929,0.601775050163269,0.001,0.1471831202507019,0.8487663865089417,0.9205268621444702
14,0.30746185779571533,0.9223635792732239,0.612762987613678,0.001,0.11846822500228882,0.8301243782043457,0.9471497535705566
15,0.3076043725013733,0.9246737360954285,0.6041878461837769,0.001,0.13403728604316711,0.836970329284668,0.9164235591888428
16,0.32643505930900574,0.9304738640785217,0.5771064758300781,0.001,0.1231810599565506,0.8318966627120972,0.9726216793060303
17,0.3257116377353668,0.9308879375457764,0.5707181096076965,0.001,0.13956280052661896,0.8453848361968994,0.9149125814437866
18,0.3372683823108673,0.9328736066818237,0.5689875483512878,0.001,0.15626825392246246,0.8578058481216431,0.9285488128662109
19,0.3200194239616394,0.9317588806152344,0.5668658018112183,0.001,0.15623261034488678,0.8552546501159668,0.8867235779762268
20,0.3506013751029968,0.9372191429138184,0.5453681349754333,0.001,0.15702193975448608,0.8586768507957458,0.9594795107841492
