epoch,auc_pr,auc_roc,loss,lr,val_auc_pr,val_auc_roc,val_loss
0,0.13225889205932617,0.8009907007217407,1.026025414466858,0.001,0.1173797994852066,0.7778239846229553,1.1439201831817627
1,0.1619333028793335,0.8621112704277039,0.8228142857551575,0.001,0.08864512294530869,0.7106989026069641,1.9724984169006348
2,0.177379310131073,0.8728886246681213,0.7901825308799744,0.001,0.08442093431949615,0.7067068219184875,3.0004637241363525
3,0.18847814202308655,0.8832850456237793,0.7506322264671326,0.001,0.10309239476919174,0.7686216235160828,2.790667772293091
4,0.196049302816391,0.887032687664032,0.7372617125511169,0.001,0.12982891499996185,0.8150646090507507,2.4914984703063965
5,0.20915557444095612,0.8934268951416016,0.7156359553337097,0.001,0.12117531895637512,0.795823872089386,2.1888561248779297
6,0.22780156135559082,0.9017874002456665,0.6868270039558411,0.001,0.138254314661026,0.8200601935386658,1.6141862869262695
7,0.23252636194229126,0.9032630920410156,0.6784018278121948,0.001,0.1398104876279831,0.8281453847885132,1.6730862855911255
8,0.2548131048679352,0.9100154638290405,0.6580318212509155,0.001,0.1488468050956726,0.8379170894622803,1.3769416809082031
9,0.2581225335597992,0.9110360145568848,0.654293417930603,0.001,0.14605523645877838,0.8322610259056091,1.480530023574829
10,0.26917576789855957,0.9156352877616882,0.6355582475662231,0.001,0.15395066142082214,0.8363531827926636,1.2141779661178589
11,0.2559925615787506,0.914108395576477,0.63990718126297,0.001,0.17005622386932373,0.8572132587432861,0.8875641226768494
12,0.28503933548927307,0.9192056059837341,0.6266544461250305,0.001,0.1611182689666748,0.8535770773887634,1.0587977170944214
13,0.2914755046367645,0.9232176542282104,0.6037542223930359,0.001,0.1536022573709488,0.8576331734657288,0.9023440480232239
14,0.2939731776714325,0.9216329455375671,0.6148740649223328,0.001,0.1793840229511261,0.8666114211082458,0.8893588185310364
15,0.2842424511909485,0.9245242476463318,0.6030354499816895,0.001,0.15971750020980835,0.8623833656311035,0.8992412090301514
16,0.30912429094314575,0.9261159300804138,0.5967564582824707,0.001,0.16386452317237854,0.8564743995666504,0.9099398851394653
17,0.3119698762893677,0.9304307103157043,0.5690880417823792,0.001,0.14431092143058777,0.8512431979179382,0.9615320563316345
18,0.3292958736419678,0.9312607645988464,0.5773307681083679,0.001,0.15929080545902252,0.8591750264167786,0.8993148803710938
19,0.32451391220092773,0.9327542781829834,0.5688679814338684,0.001,0.18212994933128357,0.8711707592010498,0.8589606285095215
20,0.3245144784450531,0.9344393014907837,0.5553935766220093,0.001,0.19524145126342773,0.8823161721229553,0.8286654353141785
21,0.32802900671958923,0.9368391036987305,0.5430232286453247,0.001,0.13919174671173096,0.8599931001663208,0.8964624404907227
22,0.3449292480945587,0.9386357665061951,0.5346441864967346,0.001,0.16907042264938354,0.8777253031730652,0.8735443949699402
23,0.3275846838951111,0.9381361603736877,0.527280330657959,0.001,0.21027512848377228,0.8899635076522827,0.8257960677146912
24,0.34877151250839233,0.9416159391403198,0.5193347930908203,0.001,0.20265427231788635,0.8848758935928345,0.8408902287483215
25,0.3603735864162445,0.9426445960998535,0.5168326497077942,0.001,0.19188545644283295,0.8843687772750854,0.8003720045089722
26,0.38176867365837097,0.9453465342521667,0.5090872645378113,0.001,0.21111229062080383,0.8929432034492493,0.7641755938529968
27,0.37320441007614136,0.9453256130218506,0.5011195540428162,0.001,0.20027583837509155,0.8924183249473572,0.7581319212913513
28,0.3817908465862274,0.9458370804786682,0.5009604096412659,0.001,0.16709895431995392,0.8766371011734009,0.8154782056808472
29,0.3397189676761627,0.9396077394485474,0.5305374264717102,0.001,0.23234304785728455,0.9042779207229614,0.7243863940238953
30,0.37630853056907654,0.9479400515556335,0.48091036081314087,0.001,0.2616342604160309,0.90895676612854,0.6923071146011353
31,0.40212127566337585,0.9512593150138855,0.46812132000923157,0.001,0.22536128759384155,0.9025439620018005,0.7091904282569885
32,0.4071659743785858,0.9524238705635071,0.46392732858657837,0.001,0.26154133677482605,0.9110975861549377,0.701781153678894
33,0.4019388258457184,0.9522718787193298,0.46639737486839294,0.001,0.3087042272090912,0.9157375693321228,0.7107815146446228
34,0.38297539949417114,0.9493564367294312,0.47692418098449707,0.001,0.3132341802120209,0.914835512638092,0.7355453372001648
35,0.4287412762641907,0.9546478986740112,0.45953285694122314,0.001,0.32445669174194336,0.9149582982063293,0.8111124634742737
36,0.42127177119255066,0.9557667970657349,0.44394373893737793,0.001,0.31656619906425476,0.9116461277008057,0.799161434173584
37,0.44339796900749207,0.957044243812561,0.4406404495239258,0.001,0.3158969581127167,0.9122048020362854,0.815569281578064
38,0.44321537017822266,0.959282398223877,0.42586377263069153,0.001,0.33885931968688965,0.9179731011390686,0.7802162766456604
39,0.4604266285896301,0.960817813873291,0.4170789420604706,0.001,0.3417377173900604,0.9132336378097534,0.8032249212265015
40,0.4506579637527466,0.9593827128410339,0.4264988303184509,0.001,0.2960347831249237,0.9109688401222229,0.8663960099220276
41,0.4462122917175293,0.9587371945381165,0.42657989263534546,0.001,0.287009596824646,0.9066193699836731,0.7709528207778931
42,0.4557366669178009,0.9593613743782043,0.42262691259384155,0.001,0.29887378215789795,0.9132035374641418,0.7997298240661621
43,0.4547358751296997,0.9613699913024902,0.4101236164569855,0.001,0.32908350229263306,0.9072922468185425,0.9105139970779419
44,0.46043264865875244,0.961763858795166,0.41132020950317383,0.001,0.31709155440330505,0.9080268144607544,0.8639570474624634
45,0.4903702735900879,0.9647257924079895,0.3930578827857971,0.001,0.3355289697647095,0.9161595702171326,0.746640682220459
46,0.4863985478878021,0.9638994336128235,0.4007139205932617,0.001,0.333074688911438,0.9117414951324463,0.9103755354881287
47,0.4789077341556549,0.9639430046081543,0.3949231505393982,0.001,0.308053195476532,0.9094579815864563,0.8240408897399902
48,0.4723723828792572,0.9638622403144836,0.39396998286247253,0.001,0.3252356946468353,0.9076007604598999,0.9702552556991577
49,0.5028939247131348,0.9672533273696899,0.37547317147254944,0.001,0.3084225356578827,0.9082784652709961,0.9127787947654724
50,0.5084729194641113,0.9675993323326111,0.3718740940093994,0.001,0.29976943135261536,0.9016226530075073,1.0706044435501099
51,0.5264273881912231,0.9676826000213623,0.3758046329021454,0.001,0.326413094997406,0.9123300909996033,0.8601979613304138
52,0.517306387424469,0.9689921736717224,0.3601189851760864,0.001,0.3268570005893707,0.9055055379867554,0.9669812321662903
53,0.515093207359314,0.9683038592338562,0.36890292167663574,0.001,0.3130671977996826,0.9070839881896973,0.8606253862380981
54,0.5150611400604248,0.9693691730499268,0.35677647590637207,0.001,0.30866938829421997,0.9059422612190247,0.9345237016677856
55,0.5175484418869019,0.9684634208679199,0.3667367398738861,0.001,0.3293784260749817,0.9123424887657166,0.8785762786865234
56,0.5278903245925903,0.9707590937614441,0.34869611263275146,0.001,0.3212985396385193,0.9064376950263977,0.8932467103004456
57,0.5282289385795593,0.9703153967857361,0.3531981408596039,0.001,0.32144778966903687,0.9058169722557068,0.997650146484375
58,0.5262365341186523,0.9704567193984985,0.3537960648536682,0.001,0.293268620967865,0.9085813760757446,0.8204757571220398
59,0.5070267915725708,0.9677481055259705,0.369463711977005,0.001,0.3129129409790039,0.905703067779541,1.030471682548523
60,0.5363869667053223,0.9712143540382385,0.3511126637458801,0.001,0.24797365069389343,0.8902924060821533,0.9414117932319641
61,0.5172688961029053,0.9690123200416565,0.3623773455619812,0.001,0.32182925939559937,0.9110187292098999,0.9048088192939758
62,0.5276285409927368,0.9704578518867493,0.35387954115867615,0.001,0.3084585964679718,0.904042661190033,0.9798533320426941
63,0.5302930474281311,0.9708046317100525,0.35522323846817017,0.001,0.29982489347457886,0.9088767766952515,0.9286596179008484
64,0.5540310144424438,0.9723824262619019,0.3444543480873108,0.001,0.32077255845069885,0.9080874919891357,0.9402722716331482
65,0.5734706521034241,0.974705696105957,0.3264499604701996,0.001,0.3160000443458557,0.9059696197509766,0.9998553395271301
66,0.5637670755386353,0.9747769236564636,0.3202835023403168,0.001,0.3272992670536041,0.907782256603241,0.9246435165405273
67,0.5650516748428345,0.9739507436752319,0.32959315180778503,0.001,0.3173191547393799,0.9103602170944214,0.8654193878173828
68,0.5694993138313293,0.9743860960006714,0.32866808772087097,0.001,0.3145004212856293,0.904514729976654,1.0634732246398926
