epoch,auc_pr,auc_roc,loss,lr,val_auc_pr,val_auc_roc,val_loss
0,0.18321983516216278,0.799557626247406,1.000716209411621,0.001,0.14228299260139465,0.710066556930542,1.2697157859802246
1,0.23835039138793945,0.865672767162323,0.8137187957763672,0.001,0.10680688172578812,0.6357742547988892,2.4793641567230225
2,0.2339828908443451,0.8692237138748169,0.7962290644645691,0.001,0.13323235511779785,0.7361430525779724,3.0865797996520996
3,0.2655840516090393,0.8803796172142029,0.7570196390151978,0.001,0.14405587315559387,0.7641757726669312,3.1620333194732666
4,0.2808693051338196,0.8898910284042358,0.7329007983207703,0.001,0.17107778787612915,0.7994016408920288,2.679027557373047
5,0.31329891085624695,0.8990086317062378,0.7019197344779968,0.001,0.17068229615688324,0.7977396249771118,2.4997220039367676
6,0.3178947865962982,0.9050853848457336,0.6737041473388672,0.001,0.17709985375404358,0.8078456521034241,2.0962026119232178
7,0.3409547805786133,0.9109781980514526,0.6480132341384888,0.001,0.1931646466255188,0.8225446343421936,1.5282988548278809
8,0.38033297657966614,0.9159421920776367,0.6426400542259216,0.001,0.20320744812488556,0.8261633515357971,1.2079076766967773
9,0.36370140314102173,0.9130430817604065,0.6533063054084778,0.001,0.15630345046520233,0.7957202792167664,1.4110240936279297
10,0.3881566524505615,0.9203538298606873,0.6232766509056091,0.001,0.1739107221364975,0.7991623282432556,1.5240691900253296
11,0.38560938835144043,0.9219406247138977,0.6076158881187439,0.001,0.20962019264698029,0.831977903842926,1.1500210762023926
12,0.3803778886795044,0.9217269420623779,0.6102573275566101,0.001,0.15820357203483582,0.8116339445114136,1.2535146474838257
13,0.41269034147262573,0.9277039170265198,0.5901049375534058,0.001,0.1941293627023697,0.8285937905311584,1.063529372215271
14,0.4154623746871948,0.9296426773071289,0.5801820158958435,0.001,0.1570761650800705,0.8134652376174927,1.1213746070861816
15,0.4281025528907776,0.9330779314041138,0.5648630261421204,0.001,0.16256234049797058,0.8173387050628662,1.0882432460784912
16,0.4074367582798004,0.9294405579566956,0.5778108835220337,0.001,0.15602914988994598,0.8206003308296204,1.0384042263031006
17,0.4506400525569916,0.9341158866882324,0.5658022165298462,0.001,0.14379000663757324,0.8070247173309326,1.065819501876831
18,0.4443952441215515,0.9334200620651245,0.5705899000167847,0.001,0.2439386397600174,0.8530237674713135,0.9838443994522095
19,0.44480422139167786,0.9332226514816284,0.5679960250854492,0.001,0.1883101910352707,0.8400105834007263,0.9968146085739136
20,0.45861464738845825,0.9399699568748474,0.5280077457427979,0.001,0.24842219054698944,0.8606091737747192,0.9102334976196289
21,0.4590820074081421,0.9400798678398132,0.5346057415008545,0.001,0.2772373855113983,0.8772145509719849,0.878177285194397
22,0.49050045013427734,0.9455450177192688,0.5115492343902588,0.001,0.23985742032527924,0.8659613728523254,0.9318351149559021
23,0.467319518327713,0.9409541487693787,0.5280592441558838,0.001,0.3063691258430481,0.8865888118743896,0.8268729448318481
24,0.5049242973327637,0.9484788775444031,0.4930638372898102,0.001,0.32370656728744507,0.8872119784355164,0.8608558773994446
25,0.5139102935791016,0.9483752846717834,0.4984334707260132,0.001,0.3608373999595642,0.8985982537269592,0.8027979731559753
26,0.5140270590782166,0.9497197866439819,0.48865509033203125,0.001,0.3427894711494446,0.8934527039527893,0.8239531517028809
27,0.5123345851898193,0.9505596160888672,0.48352694511413574,0.001,0.3275715112686157,0.8998746871948242,0.7811664342880249
28,0.5123614072799683,0.9509899020195007,0.47927597165107727,0.001,0.3419654965400696,0.900722086429596,0.7713821530342102
